person_id,q1,response_time_seconds_1,q2,response_time_seconds_2,q3,response_time_seconds_3,q4,response_time_seconds_4,q5,response_time_seconds_5,q6,response_time_seconds_6,q7,response_time_seconds_7,q8,response_time_seconds_8,q9,response_time_seconds_9,q10,response_time_seconds_10,latitude,longitude
USR_E9CEDB0A,C,13.97,D,34.43,C,32.54,C,5.75,B,25.55,D,28.42,B,2.78,D,28.8,D,19.29,D,22.76,14.9234,78.0747
USR_8A92F849,B,22.2,C,31.36,D,34.11,D,24.54,D,3.12,C,11.37,B,26.29,B,18.9,B,37.23,B,30.78,24.9641,79.267
USR_B0494202,B,34.66,B,9.24,C,18.72,C,3.38,A,27.48,A,4.73,B,32.79,D,5.13,C,8.92,C,21.03,27.1534,81.959
USR_82BF06B8,C,14.52,C,33.76,C,7.69,B,3.09,C,24.76,D,4.74,C,27.75,C,21.3,C,27.83,B,26.09,22.7786,81.0268
USR_BCADD662,A,11.32,B,6.77,B,9.82,B,11.83,A,5.28,A,9.24,B,6.43,A,11.43,A,8.42,B,10.72,28.243,78.9926
USR_DA7BEB26,A,10.48,B,6.94,A,6.31,A,6.44,B,6.87,D,5.89,A,7.65,A,9.73,A,11.75,B,9.08,26.9635,75.2558
USR_F3A25C23,C,12.67,A,10.63,A,16.53,B,15.75,A,10.08,B,12.16,B,19.11,A,13.57,C,18.1,D,14.57,17.4853,71.0851
USR_6315D340,C,7.73,B,6.86,B,10.41,A,11.68,A,9.29,A,10.76,B,9.63,B,7.44,B,7.34,A,7.23,19.9871,74.2397
USR_ECFE6975,B,19.14,D,23.94,D,17.54,C,17.46,D,17.18,A,18.95,C,18.23,B,18.53,C,12.07,C,19.31,25.1828,81.9585
USR_485611D2,A,13.14,A,22.94,A,24.47,A,14.46,D,24.88,B,22.89,B,11.41,C,11.54,A,21.61,A,24.98,29.5543,78.8054
USR_1BEEB78B,D,37.62,C,34.07,D,21.57,B,2.7,D,5.1,D,16.07,C,10.85,D,22.01,B,14.47,C,27.32,24.4666,81.0385
USR_FDF2D916,B,19.23,D,36.71,D,7.58,D,25.38,D,23.03,A,26.65,D,9.76,C,29.09,B,21.21,D,37.27,28.179,78.277
USR_4D1A4D30,B,18.13,A,19.83,B,20.95,B,11.31,B,24.61,C,23.81,A,16.23,A,18.36,B,22.08,B,16.66,14.3025,76.7223
USR_F7CFE5BF,A,10.33,A,10.69,A,6.04,A,10.43,A,10.14,B,6.16,A,11.1,A,8.25,A,7.18,A,8.93,30.2228,79.1345
USR_610BD5AF,A,20.56,B,13.97,D,10.17,B,21.87,B,23.19,B,14.4,A,24.83,B,14.97,B,15.46,C,21.15,29.4021,76.5696
USR_497A13BC,C,18.36,A,22.37,C,10.29,C,19.94,A,13.3,C,24.98,D,20.07,B,10.64,B,19.46,C,11.38,23.0922,80.6915
USR_668FC8AC,D,24.16,D,19.97,A,10.74,C,12.38,B,23.47,A,12.36,B,19.62,B,16.71,B,24.31,B,11.7,11.8221,77.5858
USR_F5888FEA,C,15.47,C,13.59,B,14.77,D,23.95,A,24.59,C,15.35,B,11.22,B,18.73,B,16.56,C,12.08,21.0876,78.2073
USR_D1BE1181,C,11.67,A,5.79,D,9.59,A,5.07,A,10.46,D,8.9,D,9.91,A,6.4,A,5.49,A,9.46,23.892,78.9593
USR_A1874E82,B,17.32,D,27.46,D,6.7,A,28.77,D,10.94,A,5.44,B,25.24,D,33.24,D,4.42,C,31.66,21.9124,79.8855
USR_51123159,A,5.24,A,8.99,C,11.5,A,9.98,A,9.58,A,8.25,B,10.06,A,11.58,A,10.53,B,10.65,25.7477,81.8132
USR_9B573524,C,20.94,D,15.42,B,21.76,D,22.49,C,10.77,B,20.54,B,10.77,A,12.82,C,24.04,B,24.69,14.1983,78.9464
USR_CF114705,A,24.69,B,19.49,A,19.88,B,24.36,B,24.65,D,12.6,B,20.25,C,23.11,B,13.11,C,20.77,27.0505,82.8273
USR_87241166,B,6.28,B,5.47,B,16.92,D,10.8,C,26.24,B,29.47,C,29.75,D,25.48,A,22.14,C,21.27,28.4411,77.8094
USR_0734225F,A,15.12,B,11.29,A,18.99,B,22.71,C,23.21,B,24.98,B,19.41,C,10.99,B,16.34,A,11.54,23.5555,77.2126
USR_E36786D8,C,24.85,B,23.02,B,10.94,B,23.08,C,22.07,B,14.6,A,16.53,D,17.94,B,17.35,B,23.62,23.2694,78.4776
USR_3534CFE5,A,11.97,A,7.4,A,5.97,A,6.4,A,5.56,B,9.02,A,5.89,A,9.38,A,11.74,A,6.85,27.8693,81.7886
USR_EA5857F9,C,12.31,A,17.89,B,16.38,B,22.6,B,20.49,A,20.5,A,16.51,D,12.86,C,16.07,A,10.52,23.2528,77.2737
USR_447EABE4,A,5.58,D,7.93,A,5.46,A,10.73,A,6.49,A,6.13,A,11.28,A,8.56,D,7.71,A,10.9,27.0156,76.6753
USR_B1FB9FE1,D,22.77,B,19.73,C,12.27,D,12.74,B,15.67,C,15.69,A,24.88,C,23.77,B,11.84,A,21.6,23.7109,79.8423
USR_65ADEEF8,C,12.35,A,18.81,B,19.74,A,15.27,A,15.3,A,18.94,A,19.1,A,23.36,A,22.35,D,10.73,21.4061,79.6526
USR_922118E7,C,4.34,D,11.41,C,21.23,B,10.72,C,3.57,C,33.7,A,9.49,B,31.56,C,35.99,B,25.48,14.4297,76.506
USR_52964713,D,12.22,C,13.58,C,19.39,B,22.97,B,9.18,C,32.97,A,17.49,D,36.44,A,8.85,A,5.48,29.1651,76.4115
USR_748F942A,B,5.07,A,6.76,A,9.81,B,5.19,A,8.9,A,11.9,A,6.13,A,8.24,A,6.99,A,8.67,25.0325,79.1924
USR_B6E1ABB6,C,22.1,B,15.28,A,14.65,B,22.46,B,20.18,B,16.82,C,18.35,C,10.95,B,10.91,B,21.3,20.171,70.9693
USR_1D78A729,C,14.26,B,14.35,D,14.49,A,13.89,C,18.85,A,23.22,C,20.61,A,24.04,B,21.15,C,24.51,20.8517,72.394
USR_DAC2951D,B,20.61,B,24.58,B,23.88,A,18.22,C,14.47,B,11.22,B,17.02,C,22.67,A,15.16,C,23.1,14.7225,78.7017
USR_25C0EE56,C,22.91,D,38.13,C,38.97,C,27.6,B,39.95,C,11.86,D,25.06,B,22.38,D,34.78,B,13.06,19.7861,74.4622
USR_BC80541A,B,11.62,A,13.87,B,15.47,C,22.9,B,12.72,B,18.44,C,18.78,B,11.09,A,20.68,A,16.25,13.0148,79.0392
USR_29B14B21,A,6.4,A,8.52,A,8.71,A,7.41,A,6.61,C,8.71,A,11.11,A,9.33,A,7.78,A,6.99,26.685,78.7704
USR_0F275C0B,A,11.89,C,20.72,A,17.73,C,24.7,A,18.84,B,22.66,C,10.01,C,19.88,A,15.11,D,23.22,18.7588,71.6982
USR_DF95068B,A,16.58,B,19.04,A,13.35,C,18.56,D,19.3,A,18.46,D,18.65,B,21.48,C,11.27,A,14.02,27.8111,80.3483
USR_41B5C0E7,C,16.49,B,19.53,C,11.01,A,11.22,B,15.6,B,22.78,B,12.18,C,19.86,B,20.27,A,24.17,29.4658,75.9716
USR_69D8FE74,B,20.57,A,19.42,B,15.62,D,15.05,B,22.26,A,21.41,B,20.11,C,14.78,B,24.1,B,21.51,29.3041,77.0545
USR_372F27BA,C,23.67,B,10.45,C,24.14,B,10.03,D,18.67,C,23.69,D,10.27,B,20.54,B,10.04,C,23.0,28.524,76.0038
USR_61CAF190,D,18.29,B,16.16,B,23.87,B,16.07,D,13.9,B,22.4,B,11.74,B,21.7,C,21.47,B,24.04,14.0706,76.2394
USR_5D0C479D,A,10.92,A,8.66,A,11.44,A,5.61,A,7.4,A,10.62,B,6.3,B,11.36,A,10.98,A,10.39,23.4983,77.3314
USR_B9829883,C,17.86,C,17.27,B,20.11,B,18.29,C,18.91,C,20.34,A,10.03,C,16.49,D,15.22,A,23.35,28.6823,82.0579
USR_1741E01A,B,24.79,C,17.05,A,19.81,C,16.33,D,17.38,B,13.63,B,24.52,B,10.96,B,10.16,D,15.54,27.0273,78.6818
USR_B968133C,B,34.99,C,37.32,D,5.0,C,21.04,D,25.27,C,15.37,B,7.08,A,28.38,A,16.42,C,3.75,28.5222,81.4703
USR_B12C84E7,D,2.92,B,27.09,B,22.07,D,29.41,C,28.46,D,12.56,D,38.02,B,5.1,D,23.17,D,34.93,26.9258,79.1755
USR_A1B42542,A,7.66,D,10.57,A,9.65,B,5.5,A,9.34,A,10.86,A,5.26,A,6.24,B,7.33,A,11.35,25.9855,82.9111
USR_E3E66088,A,8.18,A,5.57,B,10.54,A,11.15,A,9.28,C,8.95,A,11.36,A,5.73,A,6.93,A,6.03,22.1598,79.7629
USR_087F5F7D,C,19.65,C,16.47,C,14.16,A,22.58,B,18.13,B,20.89,A,23.84,A,22.83,C,11.56,D,22.36,11.3151,76.4309
USR_F6148A9D,A,10.99,C,19.34,D,22.88,A,23.47,D,24.33,C,13.58,A,15.02,C,24.05,A,19.91,B,14.3,24.5023,79.2441
USR_3E6FF1A9,A,6.95,A,9.76,A,5.84,A,7.39,B,7.03,B,10.26,A,6.02,A,6.64,B,7.7,A,7.37,26.8806,80.5625
USR_AB4F7B31,B,3.82,C,34.74,C,2.03,A,3.77,D,35.68,C,16.57,D,10.8,D,4.42,D,12.53,B,30.47,12.7278,77.2587
USR_594DC642,B,16.25,C,14.47,C,14.53,B,12.35,A,14.08,B,16.67,D,17.35,B,13.45,C,15.84,A,16.18,17.0812,73.9828
USR_54977147,B,22.74,B,20.88,B,15.5,A,18.03,A,18.02,B,23.99,C,23.88,B,24.08,B,19.86,A,13.95,28.369,76.7364
USR_F875C797,C,17.22,B,21.66,B,10.69,B,22.03,B,10.53,C,13.15,B,19.0,A,16.68,B,14.93,C,24.53,20.1231,71.2705
USR_C4E6BEE4,B,14.68,B,18.38,A,12.36,C,15.31,C,17.72,C,21.87,C,11.94,D,22.62,B,20.62,C,21.18,14.0518,76.4034
USR_5D426A9F,B,20.54,C,11.44,C,16.9,A,11.53,B,20.14,C,19.67,A,23.38,A,10.01,A,18.31,B,17.09,24.7955,78.0731
USR_233CA695,A,24.09,D,18.62,B,12.87,C,24.35,C,21.52,A,17.36,D,24.88,C,20.84,B,17.57,D,24.52,14.9398,77.7359
USR_03B8E3C3,B,11.6,B,20.36,B,11.15,B,23.29,D,13.82,B,19.07,C,21.36,C,13.89,B,18.2,B,12.32,18.011,73.5664
USR_5B494238,A,13.33,B,11.72,C,23.87,B,13.78,A,21.56,A,12.13,C,11.78,A,18.04,C,12.75,C,22.08,13.8777,76.1131
USR_157B0617,B,24.36,A,14.4,B,13.57,C,19.78,B,21.59,A,23.99,B,12.6,C,19.38,C,12.85,A,18.71,17.6105,74.2002
USR_B82ABD05,B,21.8,B,22.89,B,21.12,C,13.62,B,17.16,C,20.02,B,15.88,B,16.47,B,14.23,A,13.37,25.4133,79.8169
USR_69757D84,A,23.63,A,14.08,C,16.79,B,10.99,B,18.2,A,23.75,B,10.83,D,12.28,B,18.92,B,14.87,24.5127,78.2369
USR_D6ED5E5D,A,7.21,C,5.49,A,11.62,A,9.15,A,5.6,A,9.57,A,9.14,A,9.38,A,6.74,A,8.3,18.1156,71.4363
USR_CA6182AE,B,24.36,A,20.68,B,16.94,C,23.12,A,10.7,A,22.39,B,14.19,B,20.81,B,15.87,C,21.13,27.2984,77.7204
USR_0391D3D2,C,16.94,C,20.36,B,11.15,C,16.09,A,19.42,B,15.5,C,15.41,B,10.49,C,19.85,A,11.48,20.591,72.5865
USR_F051C0BA,A,9.1,A,10.01,C,9.63,A,5.93,A,5.51,A,9.97,A,6.33,C,6.51,A,5.75,A,10.45,29.1633,77.6138
USR_7866EEC0,A,11.99,A,7.14,A,11.14,A,8.36,A,7.57,B,5.88,D,5.62,A,11.76,C,10.36,B,7.21,13.3835,78.22
USR_70F2C86D,B,21.94,B,19.86,A,12.69,B,22.97,B,18.73,B,11.44,B,18.06,B,11.42,C,19.85,A,18.47,23.008,81.0722
USR_C5A7C0DA,A,15.97,A,23.23,B,15.89,B,17.46,A,14.28,D,20.65,B,16.17,B,16.49,B,18.29,C,20.71,27.8735,77.5018
USR_10522253,B,12.74,A,13.47,A,22.23,C,24.61,A,19.92,C,13.6,B,13.47,B,20.13,D,12.85,C,15.11,14.4811,77.7231
USR_01CC2781,B,19.12,C,19.28,B,20.95,C,11.08,D,15.59,B,16.37,A,22.4,B,21.21,B,11.28,B,23.74,17.5312,73.0259
USR_C683CA55,A,30.7,D,4.82,D,9.78,C,32.26,C,17.59,C,26.95,D,34.97,C,17.25,C,4.94,A,22.42,28.3717,81.5849
USR_C65F5D2E,B,7.45,C,7.01,D,39.92,C,25.95,C,14.16,C,21.67,D,38.75,C,32.25,D,17.91,D,28.77,21.1476,80.1881
USR_D68E7FD2,A,21.57,A,19.04,A,10.81,C,10.9,A,19.26,B,14.4,B,18.35,C,16.53,A,11.73,B,13.38,27.7951,81.6266
USR_50AC5856,D,21.52,D,19.45,D,3.56,D,17.9,D,12.15,A,3.51,D,28.86,C,8.69,B,32.33,C,20.47,30.3445,75.5945
USR_B61C5C00,D,12.54,B,18.02,A,11.85,A,23.59,C,13.94,D,14.19,A,12.45,B,13.36,B,18.66,B,19.21,27.6919,81.4019
USR_4715EE3E,B,23.76,C,24.92,B,10.47,D,24.58,D,13.52,A,18.66,B,18.6,B,17.06,A,20.62,B,16.7,23.5255,77.1752
USR_C1480AB7,B,21.37,B,34.85,B,30.25,C,33.73,D,6.07,D,35.88,D,21.4,D,38.24,A,18.33,B,27.16,22.1724,80.6526
USR_307D8E6A,C,29.93,B,16.92,C,6.86,C,18.4,D,26.42,B,23.52,D,24.86,B,39.09,C,15.75,D,6.21,28.5778,76.035
USR_13489471,B,6.18,A,10.04,B,10.22,D,11.42,A,7.44,A,9.33,A,7.47,A,9.42,A,10.64,A,9.34,26.971,77.8722
USR_9ED627DC,A,5.72,A,11.0,B,6.94,A,9.42,B,11.71,A,5.07,A,5.12,A,8.41,A,9.04,B,11.7,12.7559,76.8706
USR_B9054CEF,D,38.95,C,5.69,D,5.42,C,29.51,C,27.05,C,7.29,C,2.85,C,2.83,D,29.76,D,34.59,25.3476,81.9795
USR_BF9E39E2,C,10.22,C,22.36,A,17.75,C,19.47,B,22.3,A,22.47,B,19.37,D,14.3,B,13.25,C,15.79,28.2774,81.4205
USR_4239A35B,A,8.53,A,11.59,A,5.68,A,9.55,A,9.73,A,5.14,A,9.88,A,7.82,A,11.42,A,6.13,29.5972,78.1606
USR_D701A18D,D,21.91,C,24.57,A,11.68,A,21.86,B,12.24,B,17.78,A,16.73,B,12.68,A,19.11,D,14.54,14.8557,78.3448
USR_C7EC511D,B,12.51,B,21.09,B,10.64,B,16.55,D,22.65,B,19.09,B,13.48,C,14.1,B,17.96,B,17.4,21.2031,77.7333
USR_A4BA9DFB,B,11.23,B,12.68,B,10.34,B,11.72,C,22.09,B,11.9,B,17.72,C,19.59,C,23.67,B,16.6,26.247,80.4865
USR_31CD7FE8,B,19.19,A,15.59,C,22.86,A,16.06,C,24.3,B,20.43,B,22.27,B,13.06,B,10.74,A,13.89,27.4123,75.2144
USR_01B330EC,D,11.71,B,23.13,B,14.65,D,10.8,B,15.31,A,24.96,B,18.89,A,19.99,A,22.28,B,13.63,22.8629,77.4939
USR_0484BD8D,C,17.24,B,13.64,B,24.09,A,11.92,A,14.09,A,13.58,B,19.75,B,14.93,A,20.64,D,14.69,20.6238,72.1843
USR_E0F7D70A,B,19.74,B,20.38,B,24.9,C,21.36,A,22.65,C,15.87,B,24.44,D,22.23,D,15.73,C,20.46,19.083,73.8697
USR_2F98D9BB,C,11.14,B,12.48,D,21.88,D,12.02,C,11.16,D,15.5,D,18.38,A,18.67,B,20.46,C,16.84,26.8359,76.6235
USR_2B284EBE,D,19.28,B,13.34,B,19.75,D,23.88,A,20.31,A,22.57,A,10.77,B,14.88,C,19.66,C,14.52,29.4495,78.7057
USR_72134F27,B,19.36,B,20.31,B,16.48,B,12.73,C,18.21,C,17.2,D,24.47,D,11.75,A,19.8,B,14.41,12.4554,76.5186
USR_5EBDE3E4,B,22.26,D,12.09,D,11.45,C,21.13,B,17.43,C,13.24,B,14.52,A,14.45,D,10.01,B,12.32,11.69,78.3242
USR_DAF062D5,B,35.05,B,35.16,C,5.85,A,11.36,A,38.7,B,33.66,D,12.0,D,29.75,B,3.87,A,22.47,29.7933,76.5906
USR_CE7C20E8,C,20.96,A,20.27,B,14.48,B,20.91,D,24.69,B,14.78,B,10.37,A,22.82,B,19.07,A,22.96,29.4644,77.9652
USR_7305E411,C,13.91,D,38.13,D,22.4,B,2.52,C,2.61,C,9.84,A,6.58,C,36.95,D,31.04,C,20.77,26.953,75.7786
USR_3059F744,C,9.03,B,5.37,A,9.49,A,8.87,A,6.41,A,10.33,A,8.56,A,9.02,A,10.14,A,8.39,14.7915,78.102
USR_162045A6,A,22.16,C,19.72,A,21.04,C,10.42,C,13.26,C,22.6,A,15.65,B,10.02,C,22.57,A,20.49,25.4545,79.6229
USR_33C93132,B,21.42,C,24.08,C,13.62,C,14.2,A,15.82,C,18.05,B,19.91,B,18.48,B,15.11,C,11.91,22.6359,79.5595
USR_D98F029C,D,17.03,B,24.74,B,19.1,D,15.27,B,24.07,A,13.18,B,15.03,D,16.84,C,19.5,B,21.89,22.8381,77.8715
USR_4F9F3220,A,7.92,A,5.46,A,7.23,B,6.22,A,10.86,A,10.25,A,6.27,A,8.23,A,7.12,A,6.3,13.8658,76.2877
USR_2235FD71,B,24.18,C,14.74,A,12.44,B,19.49,C,24.8,B,20.01,B,21.31,B,10.24,C,13.23,B,23.87,11.3587,77.7188
USR_7BA9A3EF,A,7.53,A,9.11,B,7.0,B,9.68,A,7.39,B,9.72,A,5.27,D,8.8,A,10.03,A,5.49,23.0029,80.3374
USR_9AF4C808,D,24.7,C,23.4,D,24.68,C,29.66,C,37.74,C,4.08,D,2.89,C,34.34,B,37.25,B,26.49,27.9197,82.6614
USR_29D1A40D,A,6.06,A,5.26,B,8.7,A,6.71,A,5.17,A,10.95,A,6.6,B,9.47,A,6.99,B,6.59,28.5004,81.0216
USR_CCFA85DF,D,20.5,D,30.93,C,16.65,C,12.69,A,28.16,B,5.22,B,17.93,B,15.55,D,7.68,C,31.37,26.1963,81.3272
USR_F24097E4,B,18.66,D,2.37,C,21.65,B,18.97,B,13.12,C,34.16,B,27.11,D,13.18,C,31.6,D,17.77,22.8226,80.7218
USR_6144D8C1,B,6.72,A,9.56,B,7.03,D,11.99,A,10.17,A,11.27,B,11.47,A,10.64,D,11.52,B,10.87,11.7658,76.8032
USR_81A373AC,A,14.99,D,11.24,B,24.88,B,11.69,C,14.07,A,24.08,B,20.7,A,16.03,C,22.61,A,10.34,27.1938,80.863
USR_D393B24F,A,5.51,A,6.32,A,6.93,A,11.59,C,5.09,C,6.66,A,10.55,D,9.62,B,10.81,B,5.39,17.8918,73.1375
USR_164DD94E,A,6.92,A,5.55,A,8.99,A,5.46,A,7.58,B,8.71,D,8.11,D,9.77,A,5.8,A,8.56,22.3585,80.3463
USR_5B32EBC4,D,7.71,A,9.76,D,10.55,A,9.97,B,6.35,A,8.54,D,10.07,A,5.21,C,10.4,A,9.54,21.7409,80.3011
USR_F729A8CA,B,18.0,A,24.77,B,10.68,C,24.13,A,17.21,A,17.27,C,23.96,A,16.71,A,12.75,B,10.9,22.3714,78.6981
USR_D80DA18F,C,4.45,D,28.45,A,33.71,D,9.13,D,34.4,D,22.79,D,38.86,D,8.77,D,30.31,C,31.6,17.9082,70.9102
USR_67B75297,C,21.98,B,11.93,B,19.27,B,11.82,C,21.46,C,13.38,B,10.48,C,23.89,D,24.08,D,24.48,22.6977,79.2625
USR_41B21C44,D,13.39,A,14.17,B,21.54,C,20.25,B,14.73,A,10.67,C,12.92,C,19.16,A,13.71,B,11.65,29.1002,76.4989
USR_59BCB205,B,13.87,A,21.65,A,19.85,B,15.77,D,12.54,A,12.61,B,13.67,A,14.41,A,19.03,B,16.93,25.512,80.2119
USR_94C30E03,C,19.22,A,24.93,B,11.49,A,10.19,B,13.91,B,15.82,A,10.08,C,13.04,B,12.35,C,20.26,21.0498,71.4453
USR_A0CDED06,A,7.44,D,10.27,A,11.65,A,6.0,A,6.37,A,7.33,A,11.43,A,8.37,B,8.85,A,9.56,28.001,76.3483
USR_C25C6259,A,14.88,C,38.09,A,11.49,A,33.01,D,24.31,C,13.3,C,7.77,A,28.39,C,5.02,C,31.73,19.7183,73.4854
USR_C11CCB7C,A,21.54,C,15.36,A,15.47,B,12.52,C,21.86,B,11.22,A,17.17,A,13.82,B,15.74,C,16.39,14.0689,77.3327
USR_5876229C,B,21.02,B,22.04,D,23.37,D,14.08,B,12.86,C,19.23,B,15.82,C,12.85,C,21.47,B,21.39,20.1201,74.6161
USR_62169690,C,11.27,D,11.96,B,17.08,B,13.53,B,18.67,D,17.41,A,19.26,A,13.13,B,17.24,A,10.05,22.2117,80.8752
USR_76640FAF,B,37.34,D,34.69,D,19.38,A,34.2,D,26.0,D,37.25,D,3.5,B,34.22,B,2.69,C,39.02,28.2624,76.7873
USR_E9AE8213,A,22.27,B,16.5,A,17.1,A,15.1,B,17.16,A,12.26,B,12.41,D,21.08,C,10.41,D,10.74,10.9779,79.4268
USR_0FA70F45,A,8.89,A,5.4,A,8.92,A,7.31,A,5.71,B,10.22,A,6.97,A,9.17,A,6.18,A,11.76,29.8168,76.3262
USR_E0FCB688,C,15.0,A,37.98,B,3.43,D,9.69,C,3.62,C,18.87,B,38.72,C,14.04,B,16.14,D,36.88,30.4293,76.2736
USR_45AE679F,B,19.41,B,17.53,B,17.65,B,18.65,B,11.32,C,17.11,C,16.07,C,14.2,A,22.9,C,12.39,27.1345,76.0668
USR_FA001907,A,8.75,A,8.42,A,11.73,A,7.24,A,11.98,A,5.06,A,8.46,A,5.29,A,5.32,B,7.04,23.2829,77.3118
USR_3F7FD703,B,17.25,C,24.4,B,13.05,C,16.49,A,17.5,D,13.34,B,16.39,A,19.88,B,17.1,D,11.9,19.0425,72.9087
USR_A0043682,A,9.1,B,8.45,B,9.06,A,6.76,B,11.6,D,8.83,A,8.42,A,5.54,C,5.93,B,6.92,24.1286,78.0703
USR_8968F3A9,C,19.28,B,19.0,B,11.53,B,11.41,C,13.94,D,16.62,C,18.88,B,11.06,C,14.75,B,15.31,28.7353,82.3222
USR_93F671EE,B,18.04,B,15.44,A,16.14,C,19.11,B,21.12,B,13.21,B,22.66,A,10.52,C,21.85,C,24.2,25.1137,80.5667
USR_83E3C0BE,B,10.73,B,13.47,B,20.38,C,21.16,C,19.46,B,22.46,B,11.38,D,10.83,C,19.66,B,22.44,11.5435,76.5077
USR_02861650,A,18.02,C,23.97,B,16.39,B,14.57,D,13.69,A,20.18,A,22.86,B,10.17,B,15.98,B,12.18,19.5059,72.5307
USR_9F7BB985,C,23.11,A,11.0,C,13.46,C,16.41,B,12.6,C,19.65,C,14.43,B,19.59,A,18.23,C,21.47,14.2009,75.7863
USR_99D0280C,D,34.02,B,33.98,D,14.88,B,26.47,D,31.26,B,38.87,C,20.97,C,33.25,C,39.24,D,34.6,14.3363,76.8373
USR_6F9E11BF,A,8.61,A,10.85,B,6.44,A,6.17,B,11.99,B,9.79,B,11.45,A,7.3,A,8.88,A,11.91,26.9593,79.6864
USR_5A402F34,D,18.54,C,19.8,A,26.74,D,33.01,D,36.98,C,22.23,C,26.34,D,37.23,C,4.11,C,6.29,28.5396,81.2419
USR_ABAB4F12,B,13.99,C,14.03,B,14.36,C,24.18,B,17.82,B,22.91,C,15.01,C,10.59,B,19.58,B,23.41,12.2358,79.3383
USR_8E8EA53F,A,6.74,A,9.36,A,7.9,A,5.29,A,9.84,A,11.08,A,6.58,D,7.0,A,10.52,A,8.63,27.105,82.6469
USR_772C62A5,A,18.34,B,11.2,A,21.99,A,17.38,C,13.68,A,14.94,A,22.95,B,22.2,B,12.43,B,19.61,25.7634,79.8252
USR_B5BAD377,D,13.55,B,23.82,A,15.22,C,22.26,B,20.34,D,11.31,B,14.66,B,22.53,C,24.24,B,23.56,27.5223,77.5731
USR_B34B7472,C,16.6,C,3.48,C,22.55,B,23.98,C,13.2,B,10.29,B,12.8,B,34.26,D,25.82,A,5.53,21.4083,80.1475
USR_F5FECB8E,B,14.32,B,15.32,C,18.69,D,14.62,B,14.22,A,14.56,B,15.08,C,19.85,B,18.19,C,22.46,19.8996,74.5494
USR_BE72B241,B,12.34,A,22.99,B,18.12,A,14.6,A,23.84,B,16.12,A,15.11,A,18.32,C,16.41,B,23.26,28.3095,78.5036
USR_CC82FEC3,C,22.13,A,13.35,A,23.53,B,24.89,B,19.42,A,11.45,B,24.29,C,11.88,A,14.22,A,23.07,28.9878,78.7899
USR_6DC3423B,A,21.97,B,15.51,A,21.77,C,18.41,B,14.41,A,15.56,B,20.45,A,10.5,C,20.07,D,23.18,22.5244,77.1294
USR_962499A9,B,8.06,A,7.56,A,11.53,A,7.47,A,8.46,B,10.2,B,7.61,A,10.13,A,6.34,A,9.0,20.5079,71.9633
USR_18407CE6,A,8.44,A,10.78,D,5.41,A,10.7,A,9.17,A,10.72,A,6.77,A,6.29,A,11.38,A,5.64,11.6726,78.1465
USR_4DF76D48,B,21.69,A,11.68,C,24.5,C,16.16,D,24.63,D,23.98,A,14.09,C,21.86,A,21.7,A,11.77,23.5052,77.5153
USR_D845C0AB,C,10.65,B,22.16,D,11.79,B,19.71,A,16.85,C,19.54,C,16.39,C,21.08,C,15.33,B,19.56,28.0718,82.44
USR_9DB01763,B,19.67,C,28.86,B,23.9,C,5.71,C,10.21,D,35.2,A,31.62,D,4.18,C,6.85,D,18.84,11.3713,76.3436
USR_C2DF66E6,B,23.34,A,21.3,B,11.0,A,17.81,A,16.68,C,12.16,C,19.01,C,18.18,A,21.7,B,14.88,20.2598,73.8409
USR_FE1B2F26,C,21.58,C,20.28,A,20.63,B,11.92,A,15.59,C,18.36,A,19.61,C,16.86,B,18.08,A,14.24,14.9035,79.003
USR_348603C1,D,23.39,C,22.06,A,15.72,B,24.37,A,17.38,B,14.25,B,15.91,B,23.8,D,24.03,B,19.29,27.3026,82.3018
USR_4FF3A20D,B,19.18,C,17.8,C,16.52,B,23.67,C,11.48,B,17.79,B,15.36,D,13.14,B,16.02,D,17.01,18.2724,72.8301
USR_814BA551,A,11.79,B,12.0,A,6.74,C,11.4,B,7.93,A,5.84,A,6.1,A,5.01,B,7.69,A,10.11,29.9571,75.5817
USR_06C4E56D,D,38.76,B,6.34,C,15.51,D,24.61,C,35.64,D,16.26,D,4.51,D,15.11,B,32.11,C,20.9,11.5199,79.5872
USR_2A356996,B,6.16,A,6.61,B,10.86,A,11.03,A,7.02,C,10.72,A,8.99,A,9.64,A,8.23,B,9.29,24.0978,77.1449
USR_6A35ADBA,C,19.42,A,20.84,C,15.98,C,10.03,B,10.08,A,20.59,D,21.36,A,11.73,C,22.25,B,12.15,26.3145,79.8954
USR_2DF12483,D,4.06,D,3.29,A,32.21,B,18.64,C,33.7,D,24.47,C,4.79,D,11.42,B,36.83,C,7.14,27.092,81.5191
USR_AEC0283B,C,11.51,B,12.96,C,11.26,C,15.12,C,21.78,B,10.33,B,19.27,B,11.59,C,20.72,B,23.55,21.2207,77.4393
USR_1CA3453E,A,6.11,A,11.74,A,7.19,A,9.56,A,11.87,A,5.87,A,7.06,A,9.79,D,7.66,A,9.5,30.5242,75.4249
USR_182D3A42,A,11.69,A,11.81,A,5.46,A,10.1,A,9.55,D,6.4,A,9.21,B,6.11,B,9.68,B,6.21,14.5256,77.2955
USR_CFEFC578,D,18.91,D,22.91,B,21.46,A,19.98,D,20.73,A,23.77,C,12.11,A,20.81,B,21.31,C,16.27,11.5052,76.63
